win,SNPs,hits,Z,top_candidate_p,Z_pVal,chr,pos
0,44,1,3.65655208523739,0.3573883979152818,0.06096404475177164,CE10_chr1,5000
1,22,0,0.13559020478364367,1,0.8235160231449852,CE10_chr1,15000
2,10,0,-0.01662128048529602,1,0.7921954527127708,CE10_chr1,25000
3,21,0,2.1319785858860767,1,0.15407107270593867,CE10_chr1,35000
4,23,0,-0.702167195956123,1,0.9592926258890656,CE10_chr1,45000
5,6,0,1.014631841156476,1,0.3212302817265016,CE10_chr1,55000
6,20,1,1.7595653700812075,0.1820930624027693,0.2433989401857992,CE10_chr1,65000
7,1,0,-0.7101458693839275,1,0.918482690375939,CE10_chr1,75000
9,1,0,-1.8520138853921584,1,0.9972685054128912,CE10_chr1,95000
10,1,0,-0.0819228949884254,1,0.736895932875165,CE10_chr1,105000
13,1,0,0.7549293932891248,1,0.35193715907751344,CE10_chr1,135000
14,21,0,1.8770569522839944,1,0.2197686332128523,CE10_chr1,145000
15,91,0,2.621339667468374,1,0.5467666805512448,CE10_chr1,155000
16,81,1,3.63593221134934,0.5569520183738275,0.2480238379045866,CE10_chr1,165000
17,95,2,2.38114546315074,0.2457591989359997,0.6233743641362537,CE10_chr1,175000
18,87,0,2.1797713503501,1,0.6383057925710839,CE10_chr1,185000
19,133,1,1.964977142068026,0.7372874127497717,0.8069910796433928,CE10_chr1,195000
20,78,0,3.6196906462791953,1,0.23563189343112745,CE10_chr1,205000
21,119,1,3.4787651390756342,0.6975955643309786,0.45389709531264766,CE10_chr1,215000
22,192,7,4.152243226489767,0.00344010235129924,0.4540845061884551,CE10_chr1,225000
23,277,1,2.44515617044763,0.938205630767974,0.7962726052607421,CE10_chr1,235000
24,162,1,4.972377934109977,0.8037084859769748,0.25203454408928905,CE10_chr1,245000
25,238,2,1.9913493253825865,0.6887058061207585,0.8769040599976687,CE10_chr1,255000
26,145,1,4.0481050276426105,0.767135537051994,0.4031823550210748,CE10_chr1,265000
27,143,0,2.7330656227902415,1,0.6868575843909426,CE10_chr1,275000
28,105,1,3.398767842171744,0.651906885507558,0.4180306582296921,CE10_chr1,285000
29,183,2,2.404851807535194,0.5472541010672717,0.7986510200842017,CE10_chr1,295000
30,202,3,3.664693322590064,0.32876182896161105,0.5685151254013572,CE10_chr1,305000
31,199,0,0.465797269945223,1,0.9752294870410708,CE10_chr1,315000
32,236,3,3.1372117078067867,0.4202814855575469,0.6836329117068285,CE10_chr1,325000
33,111,0,2.7159645165004176,1,0.6047968242857598,CE10_chr1,335000
34,98,1,2.151643780126112,0.6265357195457308,0.6873988024760826,CE10_chr1,345000
35,1,0,-0.21526803754673784,1,0.786798289269105,CE10_chr1,355000
36,78,1,3.669947168975802,0.5433902522560855,0.22541059102353556,CE10_chr1,365000
37,202,2,4.745593099898202,0.6007539668907597,0.33155821759488147,CE10_chr1,375000
38,144,0,2.7003994751878593,1,0.6953556266667344,CE10_chr1,385000
39,121,1,2.2869129962272527,0.703613412600792,0.7262058487962961,CE10_chr1,395000
40,88,1,2.3928813334866352,0.5870503288661119,0.5902635558640349,CE10_chr1,405000
41,94,0,3.7418679036067606,1,0.2897338497198778,CE10_chr1,415000
42,179,3,4.138380489389887,0.2664170830099247,0.44481607370938225,CE10_chr1,425000
43,80,1,3.647630833487695,0.5524767862361895,0.2403835831614638,CE10_chr1,435000
44,175,3,5.923955781711814,0.25569260345472045,0.12634606386930414,CE10_chr1,445000
45,218,3,2.6089372558548667,0.3721601247766543,0.7843555043141426,CE10_chr1,455000
46,149,0,4.497487045039998,1,0.3178951364033622,CE10_chr1,465000
47,196,3,4.8096490455145116,0.3124413727808383,0.31671850098121324,CE10_chr1,475000
48,218,0,3.5526740598470976,1,0.5968784411194488,CE10_chr1,485000
49,59,0,1.602343164315601,1,0.6452480439393551,CE10_chr1,495000
50,151,2,5.092179934169298,0.44637053190284737,0.21311318459185935,CE10_chr1,505000
51,167,0,1.762431126197318,1,0.8730622772260295,CE10_chr1,515000
52,98,2,2.3538983934151316,0.2568438055606965,0.6415506299031883,CE10_chr1,525000
53,91,1,2.3280074530131367,0.5993153470484595,0.6195444851620935,CE10_chr1,535000
54,157,2,4.866527705674061,0.4662592979590112,0.26287986278796516,CE10_chr1,545000
55,107,1,2.59259612154116,0.6588339384859576,0.6192835330650681,CE10_chr1,555000
56,83,0,3.568017188011982,1,0.272986122878342,CE10_chr1,565000
57,128,1,3.0943759201648877,0.7237483323007917,0.5723457245448007,CE10_chr1,575000
58,50,2,4.325053874541917,0.0894353130960309,0.02984701438170733,CE10_chr1,585000
59,117,0,2.502341168904444,1,0.6714526919487311,CE10_chr1,595000
60,118,1,0.9799178747801164,0.6945409740716955,0.911659613648939,CE10_chr1,605000
61,142,1,1.2284036917741898,0.7600075204158656,0.9090074732929468,CE10_chr1,615000
62,98,0,1.437178424467985,1,0.8246354853394497,CE10_chr1,625000
63,164,2,3.503172368443449,0.4889157849382488,0.5634998095909358,CE10_chr1,635000
