win,SNPs,hits,Z,top_candidate_p,Z_pVal,chr,pos
0,44,0,1.824442102031162,1,0.4519796659345941,CE10_chr1,5000
1,22,0,-0.15224322364607978,1,0.8712955992367839,CE10_chr1,15000
2,10,0,0.8890157614099762,1,0.4255464028787741,CE10_chr1,25000
3,21,0,1.7434905605537807,1,0.25410623669997234,CE10_chr1,35000
4,23,0,-1.1635969842118057,1,0.9812251927583115,CE10_chr1,45000
5,6,0,1.4189547868098789,1,0.1802347535522817,CE10_chr1,55000
6,20,1,1.366085035312419,0.1820930624027693,0.3675980447001659,CE10_chr1,65000
7,1,0,-0.9989108516256262,1,0.9526646986347606,CE10_chr1,75000
9,1,0,-2.398689408610181,1,0.9995315401728444,CE10_chr1,95000
10,1,0,-0.47249641571066425,1,0.8543841422063383,CE10_chr1,105000
13,1,0,1.608457051210173,1,0.08394480181418817,CE10_chr1,135000
14,21,0,1.0959311845864672,1,0.4782966986691172,CE10_chr1,145000
15,91,0,3.358693733577852,1,0.3506897803001693,CE10_chr1,155000
16,81,1,4.19421426226954,0.5569520183738275,0.1436853417261046,CE10_chr1,165000
17,95,0,3.1490417636785653,1,0.4192814709435312,CE10_chr1,175000
18,87,1,2.017397912085888,0.5828791200667797,0.6559052613275204,CE10_chr1,185000
19,133,2,2.5096335976442825,0.38435030058532343,0.6953382765546581,CE10_chr1,195000
20,78,1,3.9928542879189663,0.5433902522560855,0.16164888645189057,CE10_chr1,205000
21,119,1,3.5509789528702287,0.6975955643309786,0.4276889780414021,CE10_chr1,215000
22,192,8,6.236094055089124,7.7850187734151e-4,0.12187839669403731,CE10_chr1,225000
23,277,0,3.72631650615547,1,0.5665613225936204,CE10_chr1,235000
24,162,1,3.778915707304299,0.8037084859769748,0.4999683804866504,CE10_chr1,245000
25,238,2,1.0782278363942237,0.6887058061207585,0.9517032130504978,CE10_chr1,255000
26,145,0,4.3767161742117215,1,0.3356576580436941,CE10_chr1,265000
27,143,1,3.4098837486036184,0.762407445211707,0.5340350947648507,CE10_chr1,275000
28,105,2,3.077439263393152,0.2827172186216344,0.4810982953985977,CE10_chr1,285000
29,183,0,2.128546335852937,1,0.8309669643605611,CE10_chr1,295000
30,202,1,3.269321751539651,0.8686865206717117,0.6616544958360696,CE10_chr1,305000
31,199,0,-0.34791341612510196,1,0.9894983543171102,CE10_chr1,315000
32,236,1,3.033211323917053,0.9066947834789314,0.7245965248082753,CE10_chr1,325000
33,111,0,2.541923068899372,1,0.6268569495580052,CE10_chr1,335000
34,98,0,3.0541778582850285,1,0.4559457163500568,CE10_chr1,345000
35,1,0,-0.577284550294397,1,0.880604023019135,CE10_chr1,355000
36,78,0,2.5774432917745504,1,0.4727459308355126,CE10_chr1,365000
37,202,0,3.424981292478047,1,0.6312616848172755,CE10_chr1,375000
38,144,4,1.2955068952900377,0.05741353693467213,0.8919449800198778,CE10_chr1,385000
39,121,3,2.4018886004022857,0.12181751881716084,0.6864255192274653,CE10_chr1,395000
40,88,4,2.6639273846387983,0.0119946565038546,0.5035415539977797,CE10_chr1,405000
41,94,1,2.969951433801471,0.6112160819257733,0.4575126940455808,CE10_chr1,415000
42,179,1,3.6016070916642824,0.8345374043352652,0.5676564721206876,CE10_chr1,425000
43,80,3,4.145565379411551,0.04655318573593159,0.1467468748839975,CE10_chr1,435000
44,175,4,6.172434714031817,0.09983226302369495,0.11555032916892403,CE10_chr1,445000
45,218,1,2.889660742748573,0.8881921175764227,0.7424046603711492,CE10_chr1,455000
46,149,5,5.427301383564652,0.017528285802269,0.16814854819722447,CE10_chr1,465000
47,196,1,3.2428676904036924,0.8605244312247751,0.6609465675747656,CE10_chr1,475000
48,218,0,3.1174605948454803,1,0.701891189380924,CE10_chr1,485000
49,59,1,2.047866892542501,0.4473165228376149,0.4986971197778785,CE10_chr1,495000
50,151,1,5.14081008730717,0.7807627306335277,0.2138588170981417,CE10_chr1,505000
51,167,1,2.592087771758936,0.8133287232842966,0.7427817835690167,CE10_chr1,515000
52,98,2,1.4521502112486036,0.2568438055606965,0.803574206438298,CE10_chr1,525000
53,91,2,2.9297524422472523,0.2310092519111845,0.45273051256677543,CE10_chr1,535000
54,157,0,3.981339200118875,1,0.4462907683196557,CE10_chr1,545000
55,107,1,3.4155073772391895,0.6588339384859576,0.41107614631100464,CE10_chr1,555000
56,83,2,5.27914890407223,0.2017161467059621,0.04279798610562191,CE10_chr1,565000
57,128,1,4.57194316187318,0.7237483323007917,0.2509166687321521,CE10_chr1,575000
58,50,1,2.3849655904850504,0.3949939328624637,0.3364521877786961,CE10_chr1,585000
59,117,0,2.1669642549995385,1,0.7219438032419871,CE10_chr1,595000
60,118,0,1.006316570030948,1,0.8956226215262679,CE10_chr1,605000
61,142,0,0.9499044457635374,1,0.9214446200488644,CE10_chr1,615000
62,98,0,1.4950549209504125,1,0.796337526194692,CE10_chr1,625000
63,164,3,1.984296511586188,0.22655254729507288,0.831562562995922,CE10_chr1,635000
64,154,2,4.536237761715854,0.45636764730361856,0.32661106394641504,CE10_chr1,645000
65,122,0,1.460632434703469,1,0.8471227634295728,CE10_chr1,655000
66,101,0,4.270285797093469,1,0.2111676266115048,CE10_chr1,665000
67,87,0,2.1330270505096394,1,0.6288826072987173,CE10_chr1,675000
68,57,0,2.5334334291893006,1,0.34908115055781996,CE10_chr1,685000
69,124,2,2.1083294266935098,0.3522106576887805,0.7495133460411346,CE10_chr1,695000
70,124,1,3.335972810027522,0.7124163906331359,0.4934678092803746,CE10_chr1,705000
71,274,1,3.7781436822929657,0.9363140957251056,0.5578526697797132,CE10_chr1,715000
72,203,2,4.4743050323129365,0.6034332924285691,0.4152904552853979,CE10_chr1,725000
73,138,2,2.240259367701703,0.4019052284782492,0.7550765680396567,CE10_chr1,735000
74,1,0,-0.13141611885984847,1,0.7442180903665345,CE10_chr1,745000
76,13,0,1.3374836957840697,1,0.2929798036055309,CE10_chr1,765000
77,31,0,1.5610356112963168,1,0.41845342672281993,CE10_chr1,775000
78,133,5,6.669734097083336,0.01120739970962647,0.03729389381275072,CE10_chr1,785000
79,110,3,4.209506029121212,0.09866860576118958,0.2564046954151543,CE10_chr1,795000
80,169,0,3.2334233561918766,1,0.6263643604400677,CE10_chr1,805000
81,155,0,5.052115454030742,1,0.2362355420590414,CE10_chr1,815000
82,80,0,3.984678229344565,1,0.171852310620642,CE10_chr1,825000
83,160,0,2.7072050116208852,1,0.7118226122890605,CE10_chr1,835000
84,164,1,5.583818472671079,0.807614687106033,0.1722194250969119,CE10_chr1,845000
85,118,1,4.646270396892085,0.6945409740716955,0.20747489259307317,CE10_chr1,855000
86,200,4,3.11505565034747,0.14196596555525615,0.6889714875232299,CE10_chr1,865000
87,127,1,4.841500493192608,0.7209579114149411,0.20284812624446835,CE10_chr1,875000
88,185,0,3.009077456758756,1,0.6925811006832363,CE10_chr1,885000
89,106,1,1.0424564524368942,0.6553878166524825,0.8767891072522278,CE10_chr1,895000
90,85,0,3.74671141060368,1,0.23807429824267623,CE10_chr1,905000
91,81,1,5.411655480512354,0.5569520183738275,0.03253802156591012,CE10_chr1,915000
92,220,1,3.879937094767988,0.8904170944366518,0.5507308631957026,CE10_chr1,925000
93,131,0,1.5351645944698171,1,0.8501186753750842,CE10_chr1,935000
94,120,1,1.950493489624954,0.7006196086876687,0.7684814804746266,CE10_chr1,945000
95,197,3,5.682768668384422,0.3151608688723544,0.19430867634653515,CE10_chr1,955000
96,128,1,2.8265495701417644,0.7237483323007917,0.6180004656401918,CE10_chr1,965000
97,127,0,2.68989398927236,1,0.6439312788436133,CE10_chr1,975000
98,172,2,2.044134770503263,0.5140544974583343,0.8318922715903085,CE10_chr1,985000
99,142,0,3.659497599499489,1,0.4773484661234024,CE10_chr1,995000
100,137,0,4.626847276778502,1,0.26689307976601406,CE10_chr1,1005000
101,84,5,4.708829549325602,0.00160426207397598,0.09046875445714696,CE10_chr1,1015000
102,122,0,2.5199369674247465,1,0.665207321617907,CE10_chr1,1025000
103,99,0,3.446414657326245,1,0.36891626457289617,CE10_chr1,1035000
