win,SNPs,hits,Z,top_candidate_p,Z_pVal,chr,pos
911,30,6,7.0985050030779435,4.83153461240724e-7,7.576042793111527e-8,CE10_chr1,9115000
1028,63,12,10.095554209681977,1.6639660539445872e-12,4.919094021005321e-9,CE10_chr1,10285000
4167,169,14,12.644713190401758,2.4021741039859144e-9,5.540117228308716e-7,CE10_chr1,41675000
6430,48,6,8.50547437882675,8.559985217362774e-6,5.5490234185384686e-8,CE10_chr2,64305000
6457,63,8,9.82147092340904,2.3737214613137618e-7,1.54659013373859e-8,CE10_chr2,64575000
6461,78,10,10.636477346683684,6.7733378089215125e-9,2.2446850378443628e-8,CE10_chr2,64615000
6472,65,9,9.030238924869792,1.9292747599488248e-8,5.28487064777039e-7,CE10_chr2,64725000
6475,30,4,7.150513816051754,2.2259789863339e-4,5.8664218705040134e-8,CE10_chr2,64755000
6495,32,4,6.774980846667849,2.8747364479569e-4,6.984384300912083e-7,CE10_chr2,64955000
10362,200,19,12.7438172370978,3.1806832459282733e-13,5.862102706588601e-7,CE10_chr3,103625000
14459,7,3,5.077752066657495,3.396253015000008e-5,1.2976679542031633e-7,CE10_chr3,144595000
14888,336,4,8.012808333541644,0.4332748108075537,7.207329553171604e-7,CE10_chr3,148885000
20351,73,8,10.236842156821565,7.539741908117917e-7,3.425777661547613e-8,CE10_chr5,203515000
24193,40,4,7.229003504516448,6.8560642700945e-4,1.145683794279151e-6,CE10_chr5,241935000
30336,96,23,14.891499463224228,4.250657623962286e-25,2.253752739989068e-14,CE10_chr6,303365000
30718,120,26,15.171518561642385,6.1465093753881575e-27,1.36501920877663e-12,CE10_chr6,307185000
34252,19,3,6.229787866228031,8.5943288203146e-4,6.646994221704007e-8,CE10_chr7,342525000
36219,34,6,7.628163808305136,1.0574760560222844e-6,2.631111817308351e-8,CE10_chr8,362195000
40547,25,10,8.974462541850775,2.850508810106789e-14,7.016609515630989e-14,CE10_chr8,405475000
