win,SNPs,hits,Z,top_candidate_p,Z_pVal,chr,pos
422,41,6,7.724719739733181,3.3298401557115195e-6,3.56587119831886e-7,CE10_chr1,4225000
435,77,11,10.811518394788123,3.6433297081119485e-10,1.1678600198017364e-8,CE10_chr1,4355000
1035,69,8,9.86897612073841,4.859222895508077e-7,7.664617807101592e-8,CE10_chr1,10355000
3880,57,13,10.251921996924487,1.6247351365057596e-14,6.292134591134866e-10,CE10_chr1,38805000
9136,103,12,12.117286024034058,6.590185412938028e-10,1.123165971339546e-8,CE10_chr2,91365000
30336,96,13,11.699910785409166,1.8637631546615104e-11,1.6145292103253442e-8,CE10_chr6,303365000
30377,34,6,8.120281421585897,1.0574760560222844e-6,5.405548120229753e-9,CE10_chr6,303775000
30382,16,4,5.769930463500242,1.653063641103466e-5,6.610377233373654e-7,CE10_chr6,303825000
30515,138,18,13.618858734573363,5.163806386635447e-15,4.625332672425486e-9,CE10_chr6,305155000
30633,143,16,12.000198000622618,1.8447994960428912e-12,1.0569872559429427e-6,CE10_chr6,306335000
30711,15,3,5.749253977150708,4.1580270187556e-4,4.930371010347656e-7,CE10_chr6,307115000
31474,67,6,9.292711838889335,5.920200268514712e-5,4.269461977290945e-7,CE10_chr7,314745000
31485,76,10,10.19261691154633,5.232283230456507e-9,9.84776978851798e-8,CE10_chr7,314855000
36936,207,19,14.45922630700757,5.900404842144904e-13,3.318307961741595e-9,CE10_chr8,369365000
37709,37,5,8.128286564408988,3.338325944815133e-5,1.600934540491039e-8,CE10_chr8,377095000
37714,17,2,5.982600869952802,0.01230898552994427,3.331987908916645e-7,CE10_chr8,377145000
37762,36,4,7.566555770211988,4.5616242967516e-4,1.557304698529549e-7,CE10_chr8,377625000
