win,SNPs,hits,Z,top_candidate_p,Z_pVal,chr,pos
0,44,0,2.559049480038358,1,0.2607458724356906,CE10_chr1,5000
1,22,0,0.7196536445178593,1,0.6538943004769314,CE10_chr1,15000
2,10,0,0.49380186231514833,1,0.6142654449521467,CE10_chr1,25000
3,21,0,2.063283088303988,1,0.1795371811532016,CE10_chr1,35000
4,23,0,-0.7311998776800617,1,0.9630032738337848,CE10_chr1,45000
5,6,0,1.0821828080105331,1,0.30998131164864007,CE10_chr1,55000
6,20,0,1.483425029682418,1,0.346815252683325,CE10_chr1,65000
7,1,0,-1.661248465627225,1,0.99429822293891,CE10_chr1,75000
9,1,0,-2.3257388825371046,1,0.9995455309494684,CE10_chr1,95000
10,1,0,0.27625178678237566,1,0.592801349921898,CE10_chr1,105000
13,1,0,0.4085244349092894,1,0.531108142399608,CE10_chr1,135000
14,21,0,1.2974426180822496,1,0.4273322708086509,CE10_chr1,145000
15,91,1,2.384902435864881,0.5993153470484595,0.6213796362355227,CE10_chr1,155000
16,81,0,4.245435881756071,1,0.14475317426190637,CE10_chr1,165000
17,95,1,3.283744608842146,0.6151039211065155,0.4147948602980114,CE10_chr1,175000
18,87,0,3.6762738818051783,1,0.2802846874712389,CE10_chr1,185000
19,133,0,2.2272292757257355,1,0.7844314240893941,CE10_chr1,195000
20,78,0,3.29825264444182,1,0.3167999782975518,CE10_chr1,205000
21,119,1,4.254861929931045,0.6975955643309786,0.2994030403436093,CE10_chr1,215000
22,192,2,2.976301058396954,0.5732090938505783,0.7473738726814926,CE10_chr1,225000
23,277,1,3.56642261968977,0.938205630767974,0.6434648915641797,CE10_chr1,235000
24,162,1,3.05270787031527,0.8037084859769748,0.6893682102858452,CE10_chr1,245000
25,238,1,2.0065152056508446,0.9085515572877008,0.9103257523210654,CE10_chr1,255000
26,145,1,4.0195397999353215,0.767135537051994,0.43693176467956985,CE10_chr1,265000
27,143,1,2.1820745366829493,0.762407445211707,0.8101586841139421,CE10_chr1,275000
28,105,0,2.345454902350859,1,0.6862998102334524,CE10_chr1,285000
29,183,2,2.331448042918607,0.5472541010672717,0.8399668627906791,CE10_chr1,295000
30,202,1,3.2185884164198137,0.8686865206717117,0.7125598730344569,CE10_chr1,305000
31,199,0,0.8593165425886476,1,0.9700610445423744,CE10_chr1,315000
32,236,1,4.06935570877363,0.9066947834789314,0.5472604222752481,CE10_chr1,325000
33,111,2,2.642740801302779,0.3048305145258705,0.6412452972523943,CE10_chr1,335000
34,98,2,2.8434155947943074,0.2568438055606965,0.539893875221291,CE10_chr1,345000
35,1,0,1.3050445682195198,1,0.1625485351269964,CE10_chr1,355000
36,78,1,2.8380057783608716,0.5433902522560855,0.4340633637151952,CE10_chr1,365000
37,202,1,3.5793748413842827,0.8686865206717117,0.6395123998691485,CE10_chr1,375000
38,144,1,1.5142487565743303,0.7647833707595899,0.897323730791648,CE10_chr1,385000
39,121,0,1.8592867584492752,1,0.8203411591632426,CE10_chr1,395000
40,88,1,1.830022808934872,0.5870503288661119,0.736734019656605,CE10_chr1,405000
41,94,0,2.9696977089497985,1,0.4886773463466468,CE10_chr1,415000
42,179,2,4.467751890454118,0.5353676606586234,0.41368871747040714,CE10_chr1,425000
43,80,1,3.250959957587571,0.5524767862361895,0.34017686906747624,CE10_chr1,435000
44,175,4,6.390473605402119,0.09983226302369495,0.0946973656565242,CE10_chr1,445000
45,218,0,2.006169241143685,1,0.9021341555808956,CE10_chr1,455000
46,149,1,4.661514162842636,0.7763113260213527,0.310062727132442,CE10_chr1,465000
47,196,0,3.909028142191598,1,0.5615345284330919,CE10_chr1,475000
48,218,3,3.420819529951247,0.3721601247766543,0.6850025057434654,CE10_chr1,485000
49,59,0,1.6461020812907128,1,0.6444328814083338,CE10_chr1,495000
50,151,0,5.5424915676563185,1,0.1631864493987687,CE10_chr1,505000
51,167,1,1.8743860954332363,0.8133287232842966,0.8812093537020351,CE10_chr1,515000
52,98,0,1.1985805559092937,1,0.871757628765639,CE10_chr1,525000
53,91,4,2.532737029314649,0.01343019968744978,0.5847330414929015,CE10_chr1,535000
54,157,1,4.314256761668243,0.7935924628825864,0.4030197685568714,CE10_chr1,545000
55,107,0,2.722676695916426,1,0.6077685794923005,CE10_chr1,555000
56,83,1,4.198498822376476,0.5657686732081884,0.16066310709539533,CE10_chr1,565000
