win,SNPs,hits,Z,top_candidate_p,Z_pVal,chr,pos
343,66,16,10.366543814975556,5.33343866720232e-18,1.0471936762179725e-8,CE10_chr1,3435000
5545,280,9,11.907183596203526,0.00228675066363152,9.879139655222249e-7,CE10_chr2,55455000
8850,13,4,5.512966966428094,6.652021264699332e-6,8.538060143337134e-7,CE10_chr2,88505000
10362,200,24,13.816475104734089,1.1788279619445575e-18,1.48209377104358e-7,CE10_chr3,103625000
10526,66,13,9.858165703071824,1.247989128407943e-13,7.406840341062093e-8,CE10_chr3,105265000
14888,336,6,10.71540366752527,0.123426980025216,4.866353986443528e-9,CE10_chr3,148885000
15919,67,12,10.124326212658056,3.603789766780126e-12,3.4271143478648014e-8,CE10_chr4,159195000
16390,161,22,13.073040010776351,1.8496639617976096e-18,3.932480443502584e-7,CE10_chr4,163905000
19683,169,27,13.212998507916735,3.678884089216829e-24,3.855526139462384e-7,CE10_chr4,196835000
19907,72,6,10.833020567841425,8.882696975305125e-5,7.355980491396963e-9,CE10_chr5,199075000
24232,187,25,15.027889174647322,1.5744295207005354e-20,3.518588975737202e-9,CE10_chr5,242325000
25832,151,21,12.548513684160747,7.5170700507433e-18,9.350294218890554e-7,CE10_chr6,258325000
30336,96,25,16.532464462040004,3.786958102056834e-28,0,CE10_chr6,303365000
30756,114,17,12.065581731654312,2.9652687211030745e-15,1.4757800526066236e-7,CE10_chr6,307565000
34944,70,7,9.315035221996624,6.908141556812071e-6,1.1443171347158554e-6,CE10_chr7,349445000
37625,54,8,8.982567392637279,6.90744154572805e-8,1.1295380453191228e-7,CE10_chr8,376255000
37633,98,8,10.71908301561244,7.0753455336058815e-6,1.1324455273520329e-6,CE10_chr8,376335000
37639,74,7,10.854171680828378,1.001550470442962e-5,1.0835217612026328e-8,CE10_chr8,376395000
37652,26,4,6.64509186021447,1.2536403735841e-4,4.862465502464275e-7,CE10_chr8,376525000
37665,21,1,6.206372420804636,0.1902721317787416,6.288700680201487e-7,CE10_chr8,376655000
37690,19,0,6.5326998177080435,1,5.570449634895169e-8,CE10_chr8,376905000
37699,14,2,5.733246305103612,0.00840124401116618,4.19156044761948e-7,CE10_chr8,376995000
37703,11,3,5.564051882254659,1.5537262915503e-4,2.783738171086015e-7,CE10_chr8,377035000
37707,27,4,7.178365294773653,1.4599800873314e-4,5.6710461660003375e-8,CE10_chr8,377075000
37709,37,6,8.646453732661016,1.781584097849156e-6,2.1020744034316863e-9,CE10_chr8,377095000
37710,28,5,7.884545121698738,8.111495021482541e-6,2.36646424678355e-9,CE10_chr8,377105000
37714,17,4,6.865486650148767,2.1444754139828896e-5,3.436269602197228e-9,CE10_chr8,377145000
37726,17,3,6.06165338052483,6.1219190682273e-4,2.713356335171113e-7,CE10_chr8,377265000
39566,8,3,5.192688422606744,5.3933321197900146e-5,5.367978631598547e-7,CE10_chr8,395665000
40547,25,7,8.395162483319641,4.104446291757019e-9,2.9101498988381988e-11,CE10_chr8,405475000
