win,SNPs,hits,Z,top_candidate_p,Z_pVal,chr,pos
0,44,0,1.5531152113958018,1,0.5905449191002441,CE10_chr1,5000
1,22,0,0.8172061146874381,1,0.6365066896578245,CE10_chr1,15000
2,10,0,0.8935870835538242,1,0.4657411874828261,CE10_chr1,25000
3,21,0,0.9695347502541716,1,0.5726587333190718,CE10_chr1,35000
4,23,0,-1.0141209894531216,1,0.9787693319157504,CE10_chr1,45000
5,6,0,0.5941382139115343,1,0.5350433169557637,CE10_chr1,55000
6,20,0,1.6571483037177452,1,0.31422834459577786,CE10_chr1,65000
7,1,0,-1.2828014543188475,1,0.9804839949807928,CE10_chr1,75000
9,1,0,-1.9038576942563843,1,0.9972964009934828,CE10_chr1,95000
10,1,0,0.18589892952322395,1,0.6428929197356568,CE10_chr1,105000
13,1,0,0.5414740082131556,1,0.4821328733050744,CE10_chr1,135000
14,21,0,1.208569771432535,1,0.4852579563872349,CE10_chr1,145000
15,91,0,2.6277562791880285,1,0.5842384193853771,CE10_chr1,155000
16,81,0,2.787345619260893,1,0.4962592797231917,CE10_chr1,165000
17,95,0,3.660406191291072,1,0.3616139754069293,CE10_chr1,175000
18,87,1,4.114921719713385,0.5828791200667797,0.22964083246519704,CE10_chr1,185000
19,133,1,4.20657615561561,0.7372874127497717,0.3902567259525067,CE10_chr1,195000
20,78,1,4.700111005088656,0.5433902522560855,0.10365935237658408,CE10_chr1,205000
21,119,2,4.858831754521454,0.33409932347629573,0.22419434456374696,CE10_chr1,215000
22,192,2,3.2407996040273788,0.5732090938505783,0.683498116215306,CE10_chr1,225000
23,277,0,4.093562068385292,1,0.4562699718972614,CE10_chr1,235000
24,162,0,3.0668043884484857,1,0.6842793428056961,CE10_chr1,245000
25,238,1,2.421322965152399,0.9085515572877008,0.8210503290483512,CE10_chr1,255000
26,145,3,4.733656750843393,0.17802479745442065,0.31858747487758876,CE10_chr1,265000
27,143,0,1.681010586571869,1,0.868274031308101,CE10_chr1,275000
28,105,1,3.3262149506930827,0.651906885507558,0.48230472900605315,CE10_chr1,285000
29,183,0,3.702973540020519,1,0.5886292747465711,CE10_chr1,295000
30,202,0,3.2263444159165986,1,0.691409982379008,CE10_chr1,305000
31,199,0,1.056231185614002,1,0.944649234588967,CE10_chr1,315000
32,236,3,5.697841488962147,0.4202814855575469,0.2149919301528065,CE10_chr1,325000
33,111,1,2.960720526448647,0.6722772425621963,0.5873584033371307,CE10_chr1,335000
34,98,3,3.1571719852509115,0.07573211032560365,0.49120622446829454,CE10_chr1,345000
35,1,0,-0.05244921727609632,1,0.7394676357372011,CE10_chr1,355000
36,78,2,1.692321932731537,0.18363711766997076,0.7392813121466243,CE10_chr1,365000
37,202,2,2.6231085762279953,0.6007539668907597,0.7897618853108205,CE10_chr1,375000
38,144,0,-0.5274495263964509,1,0.9887210906693517,CE10_chr1,385000
39,121,0,1.3930840437199792,1,0.8775848855012705,CE10_chr1,395000
40,88,2,1.890383855564361,0.2199839545248775,0.7341765574572081,CE10_chr1,405000
41,94,1,1.961273429206478,0.6112160819257733,0.7394235525192694,CE10_chr1,415000
42,179,2,4.597549343153099,0.5353676606586234,0.4049737247586105,CE10_chr1,425000
43,80,1,1.9917037349078297,0.5524767862361895,0.6828445976401817,CE10_chr1,435000
44,175,10,8.148719307932113,1.2789904658884036e-5,0.01979520141406221,CE10_chr1,445000
45,218,5,2.4976537642596233,0.06937705274486672,0.8112990849299327,CE10_chr1,455000
46,149,0,3.5594529000852355,1,0.5656571926530913,CE10_chr1,465000
47,196,2,3.2318240469535584,0.5843909819324105,0.6875312245519527,CE10_chr1,475000
48,218,2,3.903937672862669,0.6419889017346057,0.5649003813072313,CE10_chr1,485000
49,59,1,2.7816192463268004,0.4473165228376149,0.3565352071333645,CE10_chr1,495000
50,151,3,5.774903610750075,0.19304310862202884,0.16485894323912942,CE10_chr1,505000
51,167,0,1.981193552144889,1,0.8538279828758539,CE10_chr1,515000
52,98,2,1.844020517212153,0.2568438055606965,0.7723973525821738,CE10_chr1,525000
53,91,1,2.5774964176279105,0.5993153470484595,0.595961749984605,CE10_chr1,535000
54,157,2,3.010414676221045,0.4662592979590112,0.6872693205108376,CE10_chr1,545000
55,107,0,3.444063728445528,1,0.4637435895313778,CE10_chr1,555000
56,83,1,4.4707451200843735,0.5657686732081884,0.1527601483257318,CE10_chr1,565000
57,128,2,4.539178884635307,0.3665744589119161,0.3092351645697634,CE10_chr1,575000
58,50,0,1.862094491590228,1,0.545336186315617,CE10_chr1,585000
59,117,1,3.4053196788675035,0.6914555293653489,0.5102058977103888,CE10_chr1,595000
60,118,1,2.174649182394383,0.6945409740716955,0.7624097453819987,CE10_chr1,605000
61,142,1,3.536861454610304,0.7600075204158656,0.5546870572143214,CE10_chr1,615000
62,98,3,3.337355863840087,0.07573211032560365,0.4492578450137351,CE10_chr1,625000
