win,SNPs,hits,Z,top_candidate_p,Z_pVal,chr,pos
0,44,0,3.91487486080742,1,0.03646573451826596,CE10_chr1,5000
1,22,0,0.1961253104396399,1,0.8026203906945304,CE10_chr1,15000
2,10,0,0.3978261687885668,1,0.6307040841528138,CE10_chr1,25000
3,21,0,1.810637611655734,1,0.22522368503827517,CE10_chr1,35000
4,23,0,-0.20657079453824428,1,0.8960257173801942,CE10_chr1,45000
5,6,0,1.06476619822574,1,0.28239532994415106,CE10_chr1,55000
6,20,0,2.28164109273498,1,0.10395356613647155,CE10_chr1,65000
7,1,0,-0.9803773531767552,1,0.9578902169434425,CE10_chr1,75000
9,1,0,-2.3953181602086984,1,0.999758237688331,CE10_chr1,95000
10,1,0,0.2650588255199594,1,0.5694220490846961,CE10_chr1,105000
13,1,0,0.73579065388173015,1,0.34030645573518015,CE10_chr1,135000
14,21,0,1.415072993818847,1,0.357011153241773,CE10_chr1,145000
15,91,1,2.8336202303665,0.5993153470484595,0.489585326100744,CE10_chr1,155000
16,81,3,5.6054999186245125,0.0479960725388024,0.02306416617156892,CE10_chr1,165000
17,95,2,2.5073707480994147,0.2457591989359997,0.5899740514262974,CE10_chr1,175000
18,87,1,1.9304671669028184,0.5828791200667797,0.6930562613093156,CE10_chr1,185000
19,133,1,2.510485483582449,0.7372874127497717,0.7113026966820245,CE10_chr1,195000
20,78,0,4.08445907305603,1,0.14804096705815828,CE10_chr1,205000
21,119,0,4.013733192338097,1,0.33477615309831954,CE10_chr1,215000
22,192,8,4.366693139264486,7.7850187734151e-4,0.422983592555779,CE10_chr1,225000
23,277,1,2.3728605129074483,0.938205630767974,0.8356784323928999,CE10_chr1,235000
24,162,0,4.601121395004168,1,0.33164005448540834,CE10_chr1,245000
25,238,1,2.7114036266104096,0.9085515572877008,0.7850410937430666,CE10_chr1,255000
26,145,2,4.368197577190695,0.42607142465339903,0.34106982569169997,CE10_chr1,265000
27,143,1,3.001101378497693,0.762407445211707,0.6346770393262919,CE10_chr1,275000
28,105,3,3.560346510903912,0.08879941379266401,0.3791531113598309,CE10_chr1,285000
29,183,4,2.7808545312629938,0.11260963801916528,0.7427688957178467,CE10_chr1,295000
30,202,3,3.759891171737452,0.32876182896161105,0.5641259524473573,CE10_chr1,305000
31,199,0,-0.14709663345694754,1,0.9897434537192494,CE10_chr1,315000
32,236,0,2.5255274257118523,1,0.8151290851755553,CE10_chr1,325000
33,111,1,3.016112672225029,0.6722772425621963,0.5335052087011672,CE10_chr1,335000
34,98,0,2.269489778183977,1,0.6583872648661174,CE10_chr1,345000
35,1,0,-0.71038518255266625,1,0.9177814025316404,CE10_chr1,355000
36,78,2,4.157412636240159,0.18363711766997076,0.13704287657879688,CE10_chr1,365000
37,202,2,4.3906762170978535,0.6007539668907597,0.4253292544997511,CE10_chr1,375000
38,144,1,1.3153492288636792,0.7647833707595899,0.9025563378880852,CE10_chr1,385000
39,121,1,2.1216757851507886,0.703613412600792,0.7571178292707547,CE10_chr1,395000
40,88,2,2.156199425678354,0.2199839545248775,0.6445136786374409,CE10_chr1,405000
41,94,2,3.870281311951851,0.24206771526943616,0.260717066175123,CE10_chr1,415000
42,179,1,3.7697425800137734,0.8345374043352652,0.5379425350578794,CE10_chr1,425000
43,80,3,4.191429785782556,0.04655318573593159,0.14043779484399987,CE10_chr1,435000
44,175,3,5.232521790539596,0.25569260345472045,0.23486981285698216,CE10_chr1,445000
45,218,1,2.1857939511923856,0.8881921175764227,0.8574066672425968,CE10_chr1,455000
46,149,3,5.1320372120672815,0.18800166893048417,0.20936557879739537,CE10_chr1,465000
47,196,5,4.092843690235051,0.04822858803681973,0.4863054121569613,CE10_chr1,475000
48,218,2,4.179279278229046,0.6419889017346057,0.47742146824224496,CE10_chr1,485000
49,59,0,2.126116281964618,1,0.48764299826398905,CE10_chr1,495000
50,151,1,5.254563280495412,0.7807627306335277,0.19403343451549349,CE10_chr1,505000
51,167,0,1.6469825787633463,1,0.8879058478466597,CE10_chr1,515000
52,98,1,1.5765788531085296,0.6265357195457308,0.7990285612999422,CE10_chr1,525000
53,91,1,2.1482614001809948,0.5993153470484595,0.6589421990616613,CE10_chr1,535000
54,157,2,4.409471095952166,0.4662592979590112,0.36065235638197624,CE10_chr1,545000
55,107,1,2.575372394240191,0.6588339384859576,0.6217817236423127,CE10_chr1,555000
56,83,1,2.8303441668814173,0.5657686732081884,0.4477445223118672,CE10_chr1,565000
57,128,0,3.0306909241139572,1,0.5883651166251485,CE10_chr1,575000
58,50,1,4.396292081017096,0.3949939328624637,0.0242272165195907,CE10_chr1,585000
59,117,0,2.670160462520237,1,0.6345564706293908,CE10_chr1,595000
60,118,1,1.8686300244612852,0.6945409740716955,0.7948117281633946,CE10_chr1,605000
61,142,1,1.2452563827461252,0.7600075204158656,0.90752932502724,CE10_chr1,615000
62,98,0,1.178423552583193,1,0.8611038058899634,CE10_chr1,625000
63,164,1,2.9751844653719903,0.807614687106033,0.6812043423821491,CE10_chr1,635000
64,154,4,4.9174846652830935,0.06980345149945831,0.2558423965959,CE10_chr1,645000
65,122,3,2.957294968409629,0.12401297502011804,0.5862156673115191,CE10_chr1,655000
66,101,3,4.332751376157089,0.0812218504404291,0.20316595630556056,CE10_chr1,665000
67,87,0,1.8666125160237823,1,0.7073746349450668,CE10_chr1,675000
68,57,1,2.8935165546093327,0.4360948095476124,0.2612923601504288,CE10_chr1,685000
69,124,2,2.321914606615658,0.3522106576887805,0.7266095819898575,CE10_chr1,695000
70,124,1,4.19868555584357,0.7124163906331359,0.3136201384837143,CE10_chr1,705000
71,274,0,4.226858593114722,1,0.40819172576279295,CE10_chr1,715000
