chr,win,WZA,pos,approx_p
CE10_chr1,0,2.244920972261248,4420.88,0.25859087128650443
CE10_chr1,1,0.3025319810399372,13694.833333333334,0.7989512317703905
CE10_chr1,2,-0.3706556858376467,23508,0.7753426364465779
CE10_chr1,3,-0.8107370356355634,35239.09090909091,0.6286378177453817
CE10_chr1,4,1.6895762271984436,44916.5,0.3791022104535977
CE10_chr1,5,-0.3165138918829686,54824.4,0.7940899420245986
CE10_chr1,6,0.6719013137196759,62370.53846153846,0.6736812098188996
CE10_chr1,7,-0.12447580841244522,141596,0.8614784749124487
CE10_chr1,9,1.655372142488317,142464,0.38750924645448726
CE10_chr1,10,0.21648728708724607,143289,0.8290325517687499
CE10_chr1,13,0.14174273857708333,143984,0.8553700685454072
CE10_chr1,14,-0.22468947114861137,147691.14285714287,0.826153477139811
CE10_chr1,15,-1.7250720970186855,155536.2972972973,0.37049732988209494
CE10_chr1,16,-4.440059000834814,163830.36585365853,0.0341232926421934
CE10_chr1,17,-0.8097150698495621,175353.23076923078,0.6289646423304688
CE10_chr1,18,-0.6397043087648887,185373.8275862069,0.6843041510865682
CE10_chr1,19,-1.4964275424188294,195126.65,0.4280455846433932
CE10_chr1,20,-2.408955229798581,205462.5,0.22873514817286048
CE10_chr1,21,-1.8866711661218842,214636.02127659574,0.33287426904693446
CE10_chr1,22,0.9714719621948271,224873.42592592593,0.5781737973613209
CE10_chr1,23,-3.1569328978515676,234557.1595744681,0.12341938627948018
CE10_chr1,24,-2.893078835603991,245702.28985507245,0.15510887868447976
CE10_chr1,25,1.9727954755570012,254079.76699029127,0.3138681566766572
CE10_chr1,26,-1.0304470452266292,264490.77419354836,0.560147934884714
CE10_chr1,27,2.909267924548852,274546.7411764706,0.15300181213350947
CE10_chr1,28,1.9293505724922533,286604.2708333333,0.3233646468555521
CE10_chr1,29,4.883206295386119,295180.30555555556,0.020436043961985208
CE10_chr1,30,2.663411444524298,303732.0114942529,0.18741897508091604
CE10_chr1,31,2.5788026309071244,316302.63636363635,0.20049670864895525
CE10_chr1,32,1.341264322262619,324099.4776119403,0.4699002855822471
CE10_chr1,33,-0.4851508532846291,333943.04615384614,0.7361377908462041
CE10_chr1,34,0.7881256247984195,343604,0.6358858543983197
CE10_chr1,35,0.486714881982556,365034,0.7356067114301704
CE10_chr1,36,-1.1740382960451088,367919.9142857143,0.5174326560256813
CE10_chr1,37,0.6715981233684782,374973.9433962264,0.6737809443274705
CE10_chr1,38,6.267700082358715,384986.05194805196,0.0032616050099204155
CE10_chr1,39,4.303434922145112,394246.2205882353,0.039680050220685756
CE10_chr1,40,0.5250928199866803,405173.1666666667,0.722615308248858
CE10_chr1,41,3.327217321200241,415195.0243902439,0.10581576247842722
CE10_chr1,42,2.330996405273122,425246.6811594203,0.242603555603904
CE10_chr1,43,0.9159748904615165,433916.82352941175,0.5953817524767996
CE10_chr1,44,1.751158292690594,444048.61363636365,0.3642515045318561
CE10_chr1,45,2.3859235841044764,454865.89523809525,0.23277227111752252
