chr,win,WZA,pos,approx_p
CE10_chr1,0,4.0973572739306885,4420.88,0.04966123734927704
CE10_chr1,1,0.9141926454735386,13694.833333333334,0.59875976082867155
CE10_chr1,2,0.3350639838597479,23508,0.791162244366649
CE10_chr1,3,0.2853089158156007,35239.09090909091,0.8085126245364347
CE10_chr1,4,1.8431690221640193,44916.5,0.34442005086035166
CE10_chr1,5,-0.6090941029216074,54824.4,0.6976593087595024
CE10_chr1,6,1.404990331896713,62370.53846153846,0.454640597629527
CE10_chr1,7,0.008407352302115818,141596,0.9065677388269376
CE10_chr1,9,1.2990233227197805,142464,0.48400607818498104
CE10_chr1,10,0.7295497578019443,143289,0.6578754005111731
CE10_chr1,13,-0.3945762011662835,143984,0.7705451833109833
CE10_chr1,14,-0.38659751741574383,147691.14285714287,0.7733002307946376
CE10_chr1,15,-0.12719699751134406,155536.2972972973,0.8642369325394188
CE10_chr1,16,-3.492114853150007,163830.36585365853,0.0910851661705052
CE10_chr1,17,0.145449576797999,175353.23076923078,0.8577638996709288
CE10_chr1,18,-0.9566220037705946,185373.8275862069,0.5855232124387966
CE10_chr1,19,1.9771163749701914,195126.65,0.3144523564242863
CE10_chr1,20,0.19703317499194486,205462.5,0.8395234923827747
CE10_chr1,21,-0.9806447103681708,214636.02127659574,0.578089677913026
CE10_chr1,22,1.7392944726505175,224873.42592592593,0.36887359525900554
CE10_chr1,23,-1.536619235657181,234557.1595744681,0.419603049334606
CE10_chr1,24,-1.0031808852175357,245702.28985507245,0.5711567496745333
CE10_chr1,25,3.547905029946128,254079.76699029127,0.08636699222812494
CE10_chr1,26,1.1430663550087194,264490.77419354836,0.5290319474944347
CE10_chr1,27,3.6398319889342092,274546.7411764706,0.07902499672828511
CE10_chr1,28,2.9086012211871584,286604.2708333333,0.1537705918884192
CE10_chr1,29,3.7033640377717685,295180.30555555556,0.07425386070905607
CE10_chr1,30,4.070674705626116,303732.0114942529,0.05107756901220892
CE10_chr1,31,-2.9036616197115057,316302.63636363635,0.15441483742267978
CE10_chr1,32,-2.5856314763765944,324099.4776119403,0.20034475443669822
CE10_chr1,33,0.44174436258179833,333943.04615384614,0.7543181442246114
CE10_chr1,34,0.5731910925121217,343604,0.7096861253245413
CE10_chr1,35,0.2985505825763403,365034,0.8038854600050123
CE10_chr1,36,1.3385733052806796,367919.9142857143,0.47292729251113175
CE10_chr1,37,-0.13568837351610055,374973.9433962264,0.8612244188150109
CE10_chr1,38,3.980534320063414,384986.05194805196,0.056114719503271404
CE10_chr1,39,4.084420991174013,394246.2205882353,0.050343737486724806
CE10_chr1,40,-0.03246464606651369,405173.1666666667,0.8979694326009009
CE10_chr1,41,1.6062996564165792,415195.0243902439,0.4017165003466187
CE10_chr1,42,1.0797123255789618,425246.6811594203,0.5479130411060271
